CID_Outside_Identifier,Practice Size,Practice Size Code,Specialty,Specialty Code,CFPR,NCR,CPL45,DARO120,DAR
5246-1-2,Small Practice,2,Mental Health,1,0.9315,0.985,0.8977,0.0068,19.217149
4941-1-3,Medium Practice,3,Mental Health,1,0.9316,0.7104,0.7799,0.0041,23.475126
7287-1-2,Small Practice,2,Mental Health,1,0.9316,0.0074,0.0354,0,39.977778
3226-1-4,Big Practice,4,Mental Health,1,0.9318,0.9711,0.8934,0.0148,29.07518708
5185-1-1,Single Provider,1,Mental Health,1,0.9318,0.8873,0.6364,0.0455,45.1
6619-1-2,Small Practice,2,Mental Health,1,0.9318,1.0077,0.9153,0.0141,26.040094
6520-1-1,Single Provider,1,Mental Health,1,0.9319,0.9326,0.8809,0,18.763889
6951-1-3,Medium Practice,3,Mental Health,1,0.9319,0.8732,0.8391,0.0063,23.65199675
1139-1-4,Big Practice,4,Mental Health,1,0.932,0.8937,0.8691,0.0122,23.932261
7509-1-4,Big Practice,4,Mental Health,1,0.9322,0.9605,0.637,0.0873,45.218015
5711-1-1,Single Provider,1,Mental Health,1,0.9324,1.0048,0.9085,0.008,15.836
5777-1-1,Single Provider,1,Mental Health,1,0.9326,0.9275,0.7847,0.0066,21.004491
5378-1-1,Single Provider,1,Mental Health,1,0.9327,0.9934,0.7887,0.0063,29.707472
5863-1-3,Medium Practice,3,Mental Health,1,0.9327,0.9887,0.8764,0.0256,21.019499
3664-1-4,Big Practice,4,Mental Health,1,0.9332,0.8342,0.7437,0.0167,37.78364957
445-1-4,Big Practice,4,Mental Health,1,0.9333,0.827,0.8374,0.0017,21.068194
7395-1-1,Single Provider,1,Mental Health,1,0.9333,0.8956,0.4222,0.0111,43.482759
7715-1-1,Single Provider,1,Mental Health,1,0.9333,0.7432,0.7333,0,32.12766
7740-1-1,Single Provider,1,Mental Health,1,0.9333,1.0421,0.8333,0,31.433333
7888-1-1,Single Provider,1,Mental Health,1,0.9333,0.8498,0.6333,0,33.352941
3882-1-4,Big Practice,4,Mental Health,1,0.9334,0.9448,0.8151,0.0254,31.37705538
7873-1-1,Single Provider,1,Mental Health,1,0.9338,0.9869,0.7152,0,38.466667
6140-1-2,Small Practice,2,Mental Health,1,0.9342,0.3111,0.5128,0.0032,31.92595833
3954-1-4,Big Practice,4,Mental Health,1,0.9351,0.899,0.7155,0.0283,33.61460984
489-1-1,Single Provider,1,Mental Health,1,0.9353,0.9704,0.8709,0.0148,27.108175
3522-1-4,Big Practice,4,Mental Health,1,0.9356,0.9932,0.6822,0.0125,51.57605175
7194-1-1,Single Provider,1,Mental Health,1,0.9357,0.9316,0.9064,0.0105,23.390942
5122-1-4,Big Practice,4,Mental Health,1,0.9362,1.0005,0.8178,0.0377,33.32685333
5034-1-3,Medium Practice,3,Mental Health,1,0.9363,0.8526,0.7879,0.0173,28.44408129
5006-1-2,Small Practice,2,Mental Health,1,0.9366,1.0183,0.853,0.0047,30.0577254
6266-1-2,Small Practice,2,Mental Health,1,0.9366,0.986,0.7646,0.0275,32.1588832
1566-1-2,Small Practice,2,Mental Health,1,0.9367,0.9467,0.8023,0.035,31.528672
6311-1-1,Single Provider,1,Mental Health,1,0.9367,0.6139,0.6018,0.0271,34.561111
4635-1-2,Small Practice,2,Mental Health,1,0.9368,1.0256,0.883,0,23.064088
6693-1-1,Single Provider,1,Mental Health,1,0.937,0.9994,0.466,0.0428,52.106061
7494-1-3,Medium Practice,3,Mental Health,1,0.937,0.8726,0.8244,0,16.868702
6624-1-1,Single Provider,1,Mental Health,1,0.9371,1.0009,0.9434,0.0094,15.400641
3554-1-1,Single Provider,1,Mental Health,1,0.9373,0.8827,0.8352,0.0008,22.591949
4074-1-4,Big Practice,4,Mental Health,1,0.9375,0.1644,0.975,0,29.961538
510-1-1,Single Provider,1,Mental Health,1,0.9375,0.9391,0.4063,0.0313,48.020833
6324-1-1,Single Provider,1,Mental Health,1,0.9375,0.9673,0.6563,0,24.333333
7689-1-2,Small Practice,2,Mental Health,1,0.9375,0.7475,0.7458,0,10
6472-1-1,Single Provider,1,Mental Health,1,0.9376,0.6132,0.6582,0.0156,25.268212
3492-1-4,Big Practice,4,Mental Health,1,0.9378,0.9546,0.8041,0.017,99.73077676
6995-1-2,Small Practice,2,Mental Health,1,0.9379,0.7618,0.7034,0.0348,37.549077
6794-1-2,Small Practice,2,Mental Health,1,0.938,0.9319,0.7365,0.0554,34.056013
7349-1-4,Big Practice,4,Mental Health,1,0.9384,0.6336,0.8173,0.0024,19.342846
3740-1-1,Single Provider,1,Mental Health,1,0.9385,0.9788,0.802,0.0503,39.185185
7257-1-1,Single Provider,1,Mental Health,1,0.9385,0.9059,0.5769,0.0538,49.764228
7193-1-4,Big Practice,4,Mental Health,1,0.9387,0.9086,0.299,0.1667,69.751852
1505-1-2,Small Practice,2,Mental Health,1,0.9388,0.9907,0.693,0.0133,43.247492
7588-1-1,Single Provider,1,Mental Health,1,0.9394,0.9845,0.9091,0,17.666667
4352-1-2,Small Practice,2,Mental Health,1,0.9395,0.8838,0.7268,0.0335,35.739468
6137-1-4,Big Practice,4,Mental Health,1,0.9395,0.8113,0.7226,0.0253,27.160185
7585-1-1,Single Provider,1,Mental Health,1,0.9396,0.7912,0.7997,0,21.705534
5391-1-3,Medium Practice,3,Mental Health,1,0.9398,1.0448,0.9058,0.0015,22.253284
6704-1-1,Single Provider,1,Mental Health,1,0.9398,0.9214,0.7236,0.0231,28.532828
6665-1-4,Big Practice,4,Mental Health,1,0.9401,0.905,0.7344,0.0146,35.41054938
4438-1-2,Small Practice,2,Mental Health,1,0.9408,0.6177,0.6942,0.0268,26.428328
2479-1-1,Single Provider,1,Mental Health,1,0.941,0.9661,0.908,0.0017,24.625436
6308-1-1,Single Provider,1,Mental Health,1,0.9411,0.1253,0.1997,0,17.24375
1528-1-1,Single Provider,1,Mental Health,1,0.9413,0.9892,0.6737,0.0446,43.043478
4249-1-3,Medium Practice,3,Mental Health,1,0.9413,0.9872,0.9346,0,17.958974
5245-1-4,Big Practice,4,Mental Health,1,0.9415,0.8828,0.8301,0.0195,24.22047633
6087-1-2,Small Practice,2,Mental Health,1,0.9424,0.8983,0.7603,0.0357,34.105413
6176-1-4,Big Practice,4,Mental Health,1,0.9424,0.9256,0.6867,0.0672,40.2215
5584-1-1,Single Provider,1,Mental Health,1,0.943,1,0.8706,0,28.913444
6063-1-4,Big Practice,4,Mental Health,1,0.9435,0.9125,0.8127,0.0155,34.0060815
1172-1-1,Single Provider,1,Mental Health,1,0.9437,0.9174,0.8084,0.0117,27.843992
6185-1-1,Single Provider,1,Mental Health,1,0.9437,0.9185,0.7346,0.0134,39.475676
2694-1-4,Big Practice,4,Mental Health,1,0.9438,0.9921,0.8152,0.0084,31.5849728
2946-1-4,Big Practice,4,Mental Health,1,0.9439,0.971,0.6361,0.0386,40.309227
3534-1-2,Small Practice,2,Mental Health,1,0.9439,0.9303,0.9093,0.0037,16.221273
4607-1-4,Big Practice,4,Mental Health,1,0.9441,0.9565,0.846,0.0139,32.02838
3699-1-1,Single Provider,1,Mental Health,1,0.9444,1,0.9167,0,25.419048
7729-1-1,Single Provider,1,Mental Health,1,0.9444,0.9127,0.8889,0,20.114286
6725-1-4,Big Practice,4,Mental Health,1,0.9445,0.9158,0.868,0.0067,22.902289
4972-1-1,Single Provider,1,Mental Health,1,0.9449,0.8541,0.7429,0.0143,30.468889
5128-1-4,Big Practice,4,Mental Health,1,0.945,0.9413,0.7725,0.0455,31.98130267
5674-1-1,Single Provider,1,Mental Health,1,0.9451,1.0514,0.6923,0,37.967033
4927-1-3,Medium Practice,3,Mental Health,1,0.9454,0.8868,0.7354,0.0229,35.536378
4373-1-1,Single Provider,1,Mental Health,1,0.9457,0.967,0.814,0.0233,32.709804
6038-1-4,Big Practice,4,Mental Health,1,0.9458,0.6474,0.7558,0.024,295.0946862
7515-1-1,Single Provider,1,Mental Health,1,0.9462,0.9954,0.5496,0,34.843528
6437-1-2,Small Practice,2,Mental Health,1,0.9463,1,0.7946,0.0084,30.152027
4017-1-2,Small Practice,2,Mental Health,1,0.9464,0.9491,0.8393,0.0417,25.669643
7355-1-3,Medium Practice,3,Mental Health,1,0.9464,0.8289,0.4401,0.0424,42.678372
5907-1-2,Small Practice,2,Mental Health,1,0.9465,0.8538,0.8173,0.0267,24.272901
5253-1-1,Single Provider,1,Mental Health,1,0.947,0.0468,0.8709,0,25.541667
5422-1-4,Big Practice,4,Mental Health,1,0.9471,1.0003,0.6558,0.0039,41.208158
5930-1-2,Small Practice,2,Mental Health,1,0.9472,0.7407,0.6933,0.016,29.56728
5212-1-4,Big Practice,4,Mental Health,1,0.9478,0.9904,0.8691,0.006,17.4465365
3560-1-2,Small Practice,2,Mental Health,1,0.9479,0.9773,0.2083,0.1458,78.380952
6171-1-1,Single Provider,1,Mental Health,1,0.9483,0.8231,0.7268,0.0438,31.313131
7700-1-1,Single Provider,1,Mental Health,1,0.9484,0.8083,0.5399,0,35.798701
3272-1-4,Big Practice,4,Mental Health,1,0.9485,0.9881,0.8018,0.0163,31.65759277
6596-1-2,Small Practice,2,Mental Health,1,0.9486,0.99,0.7957,0.0058,22.027225
6910-1-2,Small Practice,2,Mental Health,1,0.9489,0.9687,0.7687,0.0323,35.832013
3484-1-4,Big Practice,4,Mental Health,1,0.949,0.919,0.6357,0.0302,41.851884
5036-1-2,Small Practice,2,Mental Health,1,0.949,0.8733,0.6746,0.0342,23.106947
7103-1-4,Big Practice,4,Mental Health,1,0.949,0.9895,0.8273,0.0099,25.956995
7391-1-4,Big Practice,4,Mental Health,1,0.949,0.9901,0.9588,0.0021,14.945985
1649-1-1,Single Provider,1,Mental Health,1,0.9493,0.9674,0.5444,0.0238,47.936749
4953-1-2,Small Practice,2,Mental Health,1,0.9493,0.5995,0.4973,0.0606,46.067527
7346-1-4,Big Practice,4,Mental Health,1,0.9495,0.9016,0.9093,0.0017,18.759736
5877-1-2,Small Practice,2,Mental Health,1,0.9496,0.804,0.7855,0.0057,26.37893
7424-1-3,Medium Practice,3,Mental Health,1,0.9496,0.4568,0.2638,0.0017,26.621172
2950-1-1,Single Provider,1,Mental Health,1,0.9497,0.9224,0.5754,0.0991,51.119163
4587-1-2,Small Practice,2,Mental Health,1,0.9498,0.9113,0.7437,0.0165,33.3097415
3229-1-2,Small Practice,2,Mental Health,1,0.95,0.8547,0.9247,0.0012,13.910725
90-1-4,Big Practice,4,Mental Health,1,0.9502,0.9503,0.7272,0.0427,39.6044081
4527-1-1,Single Provider,1,Mental Health,1,0.9503,0.6652,0.3923,0.0359,45.642586
5692-1-4,Big Practice,4,Mental Health,1,0.9503,0.9043,0.81,0.0039,12.4746
6845-1-2,Small Practice,2,Mental Health,1,0.9503,0.9225,0.8874,0.003,30.824173
4372-1-1,Single Provider,1,Mental Health,1,0.9505,1,0.9066,0,17.422914
6037-1-4,Big Practice,4,Mental Health,1,0.9505,0.9355,0.9235,0.0046,17.968926
6842-1-1,Single Provider,1,Mental Health,1,0.9506,0.9278,0.8631,0.0076,30.736434
4637-1-4,Big Practice,4,Mental Health,1,0.9507,0.8818,0.9046,0.0068,18.316931
4908-1-2,Small Practice,2,Mental Health,1,0.9509,0.5301,0.4809,0.0343,39.125535
5592-1-1,Single Provider,1,Mental Health,1,0.9509,0.972,0.4286,0,52.297018
5746-1-4,Big Practice,4,Mental Health,1,0.9509,0.7952,0.8674,0.0013,18.246939
7908-1-2,Small Practice,2,Mental Health,1,0.9512,1,0.9382,0,7.988282
5174-1-4,Big Practice,4,Mental Health,1,0.9514,0.7368,0.7129,0.0205,24.427867
5632-1-1,Single Provider,1,Mental Health,1,0.9514,0.8407,0.7656,0.01,25.060694
3349-1-3,Medium Practice,3,Mental Health,1,0.9516,0.8163,0.7439,0.0404,29.390052
6834-1-1,Single Provider,1,Mental Health,1,0.9516,0.9173,0.6442,0.0379,46.546275
7168-1-1,Single Provider,1,Mental Health,1,0.952,1,0.976,0,22.076419
2075-1-2,Small Practice,2,Mental Health,1,0.9521,0.9213,0.9377,0.003,17.122253
6644-1-2,Small Practice,2,Mental Health,1,0.9522,1.0562,0.9742,0,12.6920135
796-1-2,Small Practice,2,Mental Health,1,0.9522,0.6924,0.6783,0.0129,23.997619
1143-1-4,Big Practice,4,Mental Health,1,0.9524,0.9329,0.7677,0.0154,49.9919038
4-1-3,Medium Practice,3,Mental Health,1,0.9524,0.9859,0.8312,0.0273,30.681524
7077-1-1,Single Provider,1,Mental Health,1,0.9524,0.4952,0.5714,0,22.037037
7351-1-3,Medium Practice,3,Mental Health,1,0.9524,0.7182,0.5384,0.0487,43.022368
7636-1-1,Single Provider,1,Mental Health,1,0.9524,0.69,0.5918,0,30.93913
7617-1-1,Single Provider,1,Mental Health,1,0.9526,0.8893,0.6838,0.004,32.683544
3023-1-4,Big Practice,4,Mental Health,1,0.9527,0.9494,0.8419,0.0151,27.95269233
6418-1-3,Medium Practice,3,Mental Health,1,0.9528,0.8016,0.8265,0.022,33.68604367
7548-1-4,Big Practice,4,Mental Health,1,0.9528,0.9637,0.7305,0.0231,31.158933
3421-1-1,Single Provider,1,Mental Health,1,0.953,0.9804,0.9145,0.0107,21.549889
4476-1-4,Big Practice,4,Mental Health,1,0.953,0.9269,0.8288,0.0146,26.79604162
72-1-4,Big Practice,4,Mental Health,1,0.953,0.8571,0.6935,0.0322,39.11265187
1739-1-3,Medium Practice,3,Mental Health,1,0.9531,0.9406,0.8169,0.0423,21.672679
5970-1-4,Big Practice,4,Mental Health,1,0.9531,0.9352,0.9166,0.0302,26.438066
6427-1-1,Single Provider,1,Mental Health,1,0.9531,0.9752,0.8265,0.0043,30.674385
5607-1-1,Single Provider,1,Mental Health,1,0.9533,0.8755,0.8017,0.0228,24.254107
839-1-4,Big Practice,4,Mental Health,1,0.9535,0.9212,0.8074,0.0187,30.60944207
5152-1-4,Big Practice,4,Mental Health,1,0.9536,0.7076,0.6285,0.0232,30.701954
3879-1-3,Medium Practice,3,Mental Health,1,0.9538,1.0547,0.7049,0.0077,39.1067695
4290-1-2,Small Practice,2,Mental Health,1,0.9538,0.8618,0.7571,0.011,28.604293
7202-1-2,Small Practice,2,Mental Health,1,0.9539,0.9588,0.8633,0.0159,23.519873
7140-1-3,Medium Practice,3,Mental Health,1,0.954,0.958,0.8987,0.0117,27.607964
6791-1-2,Small Practice,2,Mental Health,1,0.9541,0.7711,0.7978,0,14.731176
4042-1-1,Single Provider,1,Mental Health,1,0.9543,1,0.4276,0.1453,67.340129
5595-1-2,Small Practice,2,Mental Health,1,0.9543,0.4387,0.6015,0.0025,20.5534415
6865-1-3,Medium Practice,3,Mental Health,1,0.9543,0,0.4551,0.0006,3.667335
1035-1-2,Small Practice,2,Mental Health,1,0.9545,0.9635,0.8758,0.0114,26.69814
5858-1-4,Big Practice,4,Mental Health,1,0.9546,0.9401,0.8268,0.013,28.35518413
399-1-1,Single Provider,1,Mental Health,1,0.9547,0.8585,0.7542,0.0072,31.709945
6688-1-4,Big Practice,4,Mental Health,1,0.9547,0.9721,0.8981,0.0178,21.62547542
7606-1-1,Single Provider,1,Mental Health,1,0.9548,0.8742,0.6045,0.0056,29.20979
26-1-4,Big Practice,4,Mental Health,1,0.9549,0.9462,0.8075,0.0258,25.863902
4885-1-2,Small Practice,2,Mental Health,1,0.9549,0.9949,0.3462,0.2353,75.2185
5022-1-2,Small Practice,2,Mental Health,1,0.955,0.722,0.7611,0,21.14697
3142-1-4,Big Practice,4,Mental Health,1,0.9552,0.8002,0.5079,0.083,51.907966
4393-1-4,Big Practice,4,Mental Health,1,0.9552,0.5817,0.6556,0.0092,39.13042764
2272-1-4,Big Practice,4,Mental Health,1,0.9554,0.8997,0.8723,0.0126,28.97304409
6323-1-4,Big Practice,4,Mental Health,1,0.9554,1,1.0463,0.0223,48.4009715
4845-1-2,Small Practice,2,Mental Health,1,0.9555,0.2583,0.2908,0,19.93578
5267-1-4,Big Practice,4,Mental Health,1,0.9555,0.6072,0.746,0.0169,37.74568657
5274-1-2,Small Practice,2,Mental Health,1,0.9555,0.9978,0.9266,0.012,25.723466
4452-1-1,Single Provider,1,Mental Health,1,0.9556,0.9872,0.85,0,22.617978
5656-1-1,Single Provider,1,Mental Health,1,0.9556,0.9153,0.735,0.0222,33.49195
3952-1-1,Single Provider,1,Mental Health,1,0.9557,0.5967,0.75,0.0411,35.174497
4986-1-4,Big Practice,4,Mental Health,1,0.9557,0.7931,0.6902,0.0406,36.87587
7613-1-3,Medium Practice,3,Mental Health,1,0.9557,1.0048,0.7021,0,43.366752
4256-1-3,Medium Practice,3,Mental Health,1,0.956,0.9909,0.7596,0.0256,34.57653
1347-1-1,Single Provider,1,Mental Health,1,0.9563,0.9437,0.7689,0.0118,29.419525
285-1-1,Single Provider,1,Mental Health,1,0.9564,0.0475,0.3593,0,32.895062
4317-1-1,Single Provider,1,Mental Health,1,0.9564,0.7456,0.8127,0.0164,28.669152
2586-1-1,Single Provider,1,Mental Health,1,0.9565,1,0.0652,0,104.73913
7011-1-1,Single Provider,1,Mental Health,1,0.9565,0.9567,0.8986,0.0036,21.033088
6640-1-1,Single Provider,1,Mental Health,1,0.9566,0.9631,0.5331,0.0185,47.748241
7621-1-2,Small Practice,2,Mental Health,1,0.957,0.9988,0.908,0.0176,21.52217
6046-1-1,Single Provider,1,Mental Health,1,0.9572,1,1,0,12.865132
2026-1-4,Big Practice,4,Mental Health,1,0.9573,0.8969,0.8214,0.0145,29.47672887
2866-1-1,Single Provider,1,Mental Health,1,0.9574,0.6775,0.5554,0.0162,37.437568
6478-1-1,Single Provider,1,Mental Health,1,0.9574,0.9554,0.8419,0.0122,20.564356
7137-1-2,Small Practice,2,Mental Health,1,0.9574,0.7767,0.6043,0.0396,35.260512
6446-1-4,Big Practice,4,Mental Health,1,0.9575,0.9021,0.8926,0.0083,27.239956
7354-1-2,Small Practice,2,Mental Health,1,0.9576,0.8385,0.6678,0.0104,33.655488
3855-1-1,Single Provider,1,Mental Health,1,0.9577,0.9084,0.9099,0.0086,18.793239
7818-1-1,Single Provider,1,Mental Health,1,0.9579,0.7701,0.691,0,35.101493
3101-1-1,Single Provider,1,Mental Health,1,0.958,0.9422,0.8465,0.0288,25.675676
5155-1-3,Medium Practice,3,Mental Health,1,0.958,0.8639,0.781,0.02,30.2518412
7043-1-1,Single Provider,1,Mental Health,1,0.9581,0.7951,0.7533,0.012,25.729585
6876-1-2,Small Practice,2,Mental Health,1,0.9582,0.9948,0.604,0.0211,22.078125
6373-1-1,Single Provider,1,Mental Health,1,0.9583,1.0881,0.6458,0,25.514286
290-1-2,Small Practice,2,Mental Health,1,0.9585,0.9094,0.7748,0.0326,32.211885
5263-1-1,Single Provider,1,Mental Health,1,0.9585,0.7956,0.6473,0.0124,31.187654
5051-1-1,Single Provider,1,Mental Health,1,0.9586,0.9676,0.7669,0.0414,35.867424
2348-1-1,Single Provider,1,Mental Health,1,0.9589,0.9469,0.6678,0.0428,41.657439
4771-1-1,Single Provider,1,Mental Health,1,0.959,0.4403,0.5865,0.0079,31.64386
5238-1-4,Big Practice,4,Mental Health,1,0.959,0.745,0.6241,0.0276,41.5888415
7485-1-1,Single Provider,1,Mental Health,1,0.959,0.9836,0.8257,0.0158,27.498072
2032-1-2,Small Practice,2,Mental Health,1,0.9591,0.9133,0.784,0,30.066406
4816-1-3,Medium Practice,3,Mental Health,1,0.9592,0.905,0.8237,0.0109,25.155584
7794-1-1,Single Provider,1,Mental Health,1,0.9592,0.9716,0.4641,0.0252,51.840777
5726-1-2,Small Practice,2,Mental Health,1,0.9593,0.8121,0.5647,0.0305,42.960611
6755-1-2,Small Practice,2,Mental Health,1,0.9593,0.9138,0.8009,0.009,26.463768
7951-1-1,Single Provider,1,Mental Health,1,0.9594,1.0081,0.9838,0,10.736156
6479-1-1,Single Provider,1,Mental Health,1,0.9595,0.7548,0.5946,0.1081,46.179104
2544-1-1,Single Provider,1,Mental Health,1,0.9596,0.9684,0.6956,0.0737,41.913004
4207-1-3,Medium Practice,3,Mental Health,1,0.9597,0.9924,0.9104,0.0073,22.700777
701-1-3,Medium Practice,3,Mental Health,1,0.9597,0.9804,0.8173,0.0182,28.167844
3762-1-2,Small Practice,2,Mental Health,1,0.9598,0.9889,0.812,0.0082,26.581104
4686-1-2,Small Practice,2,Mental Health,1,0.9598,0.9985,0.8536,0.0071,26.223617
5056-1-1,Single Provider,1,Mental Health,1,0.9599,0.9886,0.901,0.0158,23.85466
2188-1-4,Big Practice,4,Mental Health,1,0.9601,0.9329,0.81,0.0084,35.937005
2666-1-4,Big Practice,4,Mental Health,1,0.9605,0.895,0.7965,0.0294,27.52897792
7895-1-1,Single Provider,1,Mental Health,1,0.9605,1,0.3421,0,43.053333
4161-1-4,Big Practice,4,Mental Health,1,0.9606,0.9739,0.8166,0.0316,28.37734
5348-1-2,Small Practice,2,Mental Health,1,0.9606,0.8841,0.6623,0.0142,25.681373
1626-1-4,Big Practice,4,Mental Health,1,0.9607,0.8784,0.7391,0.0141,28.91123812
7295-1-1,Single Provider,1,Mental Health,1,0.9607,0.9494,0.8146,0.0138,25.281113
6593-1-1,Single Provider,1,Mental Health,1,0.9608,0.7237,0.5975,0.0294,40.409762
7379-1-2,Small Practice,2,Mental Health,1,0.9608,0.9547,0.6016,0.1416,50.465695
4488-1-2,Small Practice,2,Mental Health,1,0.9609,0.7739,0.6004,0.0169,37.538865
3531-1-4,Big Practice,4,Mental Health,1,0.9615,0.9975,0.8365,0.014,36.49044803
7470-1-1,Single Provider,1,Mental Health,1,0.9615,1,0.8984,0,23.348066
4122-1-1,Single Provider,1,Mental Health,1,0.9617,0.9337,0.6732,0.0055,15.99689
4034-1-1,Single Provider,1,Mental Health,1,0.9619,1.2535,0.5048,0.1048,55.843137
5094-1-2,Small Practice,2,Mental Health,1,0.9619,0.9316,0.9482,0.0015,15.996501
6058-1-2,Small Practice,2,Mental Health,1,0.9619,0.8868,0.8876,0.0073,24.38003075
1071-1-1,Single Provider,1,Mental Health,1,0.9621,1.0369,0.9411,0.0084,16.678063
5665-1-2,Small Practice,2,Mental Health,1,0.9622,0.9644,0.8207,0.0208,25.698957
4243-1-1,Single Provider,1,Mental Health,1,0.9623,0.9235,0.8742,0.0252,23.348387
7283-1-1,Single Provider,1,Mental Health,1,0.9623,1,1,0,16.981132
7620-1-4,Big Practice,4,Mental Health,1,0.9623,0.921,0.8679,0,20.323108
1299-1-1,Single Provider,1,Mental Health,1,0.9624,0.9672,0.959,0.003,14.232921
5795-1-1,Single Provider,1,Mental Health,1,0.9624,1,0.9654,0.0018,18.365648
5583-1-4,Big Practice,4,Mental Health,1,0.9625,0.866,0.7573,0.0259,30.82964
6867-1-1,Single Provider,1,Mental Health,1,0.9627,0.8348,0.6068,0.0243,43.118665
4610-1-3,Medium Practice,3,Mental Health,1,0.963,0.9953,0.7325,0.0026,35.30702167
5873-1-3,Medium Practice,3,Mental Health,1,0.9634,0.9996,0.9438,0.0069,16.021988
4884-1-4,Big Practice,4,Mental Health,1,0.9635,0.8765,0.8284,0.0186,29.65778093
6145-1-4,Big Practice,4,Mental Health,1,0.9635,0.7717,0.7777,0.0263,23.720646
6857-1-1,Single Provider,1,Mental Health,1,0.9635,0.7615,0.8212,0.0109,23.308594
6417-1-2,Small Practice,2,Mental Health,1,0.9636,0.9155,0.7776,0.0121,27.67343
565-1-3,Medium Practice,3,Mental Health,1,0.9637,0.9288,0.2995,0.0672,63.2006892
6306-1-4,Big Practice,4,Mental Health,1,0.9637,0.9657,0.8569,0.018,29.12701017
6511-1-2,Small Practice,2,Mental Health,1,0.9637,0.5954,0.6665,0.0038,15.095335
6655-1-2,Small Practice,2,Mental Health,1,0.9637,0.8935,0.7687,0.0166,33.272917
5732-1-1,Single Provider,1,Mental Health,1,0.9638,0.9868,0.795,0.1174,36.734959
5896-1-2,Small Practice,2,Mental Health,1,0.9638,0.9277,0.7805,0.0226,37.166667
6553-1-4,Big Practice,4,Mental Health,1,0.9638,0.9405,0.8672,0.0448,116.579534
6781-1-1,Single Provider,1,Mental Health,1,0.964,0.9975,0.6346,0.0151,41.382558
3305-1-2,Small Practice,2,Mental Health,1,0.9641,0.9614,0.7513,0.0179,33.322165
4634-1-2,Small Practice,2,Mental Health,1,0.9641,0.9486,0.6718,0.0564,41.382514
1317-1-4,Big Practice,4,Mental Health,1,0.9642,0.8606,0.7564,0.0253,31.03720403
5033-1-2,Small Practice,2,Mental Health,1,0.9642,0.8928,0.858,0.0136,21.322061
5517-1-4,Big Practice,4,Mental Health,1,0.9642,0.9854,0.8194,0.0152,30.65964226
4969-1-2,Small Practice,2,Mental Health,1,0.9646,1.0238,0.8124,0.0314,24.892947
6168-1-1,Single Provider,1,Mental Health,1,0.9646,0.8231,0.6988,0.0305,34.737888
3365-1-4,Big Practice,4,Mental Health,1,0.9647,0.9774,0.8357,0.0104,30.232398
4699-1-1,Single Provider,1,Mental Health,1,0.9647,0.8987,0.5685,0.0333,50.579218
63-1-1,Single Provider,1,Mental Health,1,0.9647,0.6468,0.4455,0.1415,64.425381
6611-1-1,Single Provider,1,Mental Health,1,0.9647,0.7464,0.788,0.0118,23.11437
7026-1-2,Small Practice,2,Mental Health,1,0.9647,0.8133,0.6852,0.0182,36.022317
4145-1-3,Medium Practice,3,Mental Health,1,0.965,0.9925,0.6361,0.0297,43.60144
6249-1-1,Single Provider,1,Mental Health,1,0.965,0.8832,0.7471,0,34.247059
5874-1-1,Single Provider,1,Mental Health,1,0.9651,0.9659,0.8253,0.0081,28.858311
6230-1-1,Single Provider,1,Mental Health,1,0.9651,0.9815,0.8756,0.0209,27.921269
4186-1-2,Small Practice,2,Mental Health,1,0.9652,0.9564,0.8405,0.0124,25.731235
4825-1-4,Big Practice,4,Mental Health,1,0.9654,0.9348,0.8987,0.0087,25.47295995
5199-1-2,Small Practice,2,Mental Health,1,0.9654,1,0.9984,0,10.061338
4357-1-1,Single Provider,1,Mental Health,1,0.9655,0.9383,0.9557,0,14.010101
4296-1-1,Single Provider,1,Mental Health,1,0.9656,0.9603,0.6618,0.0068,18.266773
4906-1-4,Big Practice,4,Mental Health,1,0.9656,0.9923,0.8936,0.018,28.25780935
4920-1-4,Big Practice,4,Mental Health,1,0.9656,0.9839,0.8768,0.0163,20.82979
6844-1-1,Single Provider,1,Mental Health,1,0.9657,0.9997,0.6714,0.0143,35.344512
3644-1-4,Big Practice,4,Mental Health,1,0.9658,0.9348,0.8175,0.0225,30.26822526
7208-1-2,Small Practice,2,Mental Health,1,0.9658,0.8951,0.8497,0.0164,30.225941
3797-1-1,Single Provider,1,Mental Health,1,0.9659,0.9716,0.8547,0.0151,25.231669
4470-1-4,Big Practice,4,Mental Health,1,0.9659,0.8635,0.8569,0.0086,30.241972
1673-1-4,Big Practice,4,Mental Health,1,0.9664,0.9705,0.8889,0.0105,25.72263467
6315-1-1,Single Provider,1,Mental Health,1,0.9664,0.9954,0.9216,0.0028,20.131653
2960-1-4,Big Practice,4,Mental Health,1,0.9665,0.908,0.8801,0.0192,38.10094022
5840-1-4,Big Practice,4,Mental Health,1,0.9665,1.0028,0.8897,0.0074,24.080553
6285-1-4,Big Practice,4,Mental Health,1,0.9665,0.7473,0.8336,0.0128,23.645854
7069-1-4,Big Practice,4,Mental Health,1,0.9665,0.9525,0.8568,0.0314,28.352226
4648-1-1,Single Provider,1,Mental Health,1,0.9666,0.7673,0.857,0.012,22.833803
5628-1-1,Single Provider,1,Mental Health,1,0.9666,0.9197,0.898,0.0034,14.435252
5977-1-1,Single Provider,1,Mental Health,1,0.9666,1.0013,0.9729,0.0013,13.586788
470-1-4,Big Practice,4,Mental Health,1,0.9667,1,0.4887,0.0716,34.80603433
